ID,likes,views,engajamento,cluster,cluster_ordenado
posTc56basM,267524,2503166,0.1068742544441719,1,3
htmJbUtFmKE,27,134,0.20149253731343283,1,3
Zuigm5JqxQs,61,468,0.13034188034188035,1,3
